"COD_UBIC_C,N,11,0","DESC_LINEA,C,50","COD_VARIAN,N,11,0","ORDINAL,N,6,0","DESC_UBIC_,C,100","COD_CALLE1,N,11,0","COD_CALLE2,N,11,0","X,N,32,10","Y,N,32,10"
16,116,630,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124,647,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124,650,6,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,125,666,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,125,673,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,770,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,771,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,2095,10,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,2400,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,2401,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124,2640,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3048,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3049,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3925,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3926,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3927,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3928,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,D5,3936,7,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,D5,3937,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3971,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,127,3972,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,127,3974,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,3976,10,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,3980,12,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,127,3982,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,127,3984,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,156,3986,8,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3988,10,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3990,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3993,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,158,3995,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,3999,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,4001,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,4003,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,505,4005,6,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,147,4030,10,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,4032,7,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,4044,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,4046,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,524,4206,6,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,524,4207,2,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,127,4654,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124,4921,6,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,7450,11,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,133,7451,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,7716,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,7805,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,7808,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,7829,7,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,148,7830,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,121,7883,6,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,121,7884,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,E14,8312,5,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,E14,8314,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,8677,9,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,169,8678,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124 SD,8784,4,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,124 SD,8785,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,130,8804,7,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
16,130,8805,1,C. VIEJA - T Sol?°s,7620,3633,572967.673363897,6137271.83847249
19,116,630,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,124,647,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,125,666,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,770,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,180,1766,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,103,2390,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,60,2392,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,169,2400,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,124,2640,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,117,2779,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,103,2921,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,3048,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,3971,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,127,3972,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,127,3974,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,3976,11,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,137,3978,9,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,3980,13,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,127,3982,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,127,3984,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,156,3986,9,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,3988,11,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,158,3990,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,3993,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,158,3995,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,3999,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,169,4001,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,169,4003,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,505,4005,7,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,137,4026,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,141,4028,7,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,147,4030,11,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,4032,8,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,4044,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,4046,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,102,4053,8,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,103,4066,13,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,104,4068,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,104,4070,10,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,105,4072,12,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,106,4073,11,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,112,4081,13,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,456,4199,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,524,4207,3,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,62,4301,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,21,4423,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,21,4425,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,187,4473,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,111,4588,13,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,103,4820,11,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,187,4831,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,188,4835,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,CE2,4917,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,133,7451,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,7716,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,7808,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,148,7830,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,121,7884,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,402,8100,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,CE1,8316,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,169,8678,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,124 SD,8785,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
19,130,8805,2,ADUANA,7620,2280,571841.350643505,6136829.50722596
20,104,366,6,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,370,5,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,3060,6,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,3061,5,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,4067,7,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,4068,5,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,4069,7,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,104,4070,5,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
20,181,7603,3,POCITOS/Shopping,7629,3348,578845.317174552,6137068.58366749
22,405,37,10,26 MARZO/M Pagola,7629,5058,577979.615706682,6136835.64143765
22,405,48,10,26 MARZO/M Pagola,7629,5058,577979.615706682,6136835.64143765
22,405,8782,9,26 MARZO/M Pagola,7629,5058,577979.615706682,6136835.64143765
23,2,72,2,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,74,2,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,316,1762,4,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,316,1763,5,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,145,3728,3,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,300,3732,7,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,7589,4,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,7590,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,7591,4,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,7592,8,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,2,7593,4,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,316,8195,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,316,8196,4,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,300,8385,8,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,300,8386,8,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,300,8398,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,300,8399,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,145,8403,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,145,8404,6,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,145,8501,5,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
23,145,8584,5,8 OCT/J B y Ordo??ez,7656,4956,577863.346733297,6140007.60791714
24,316,1762,5,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,316,1763,4,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,300,3732,9,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3791,7,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3792,9,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3797,10,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3799,9,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3800,7,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3801,9,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3802,7,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,306,3803,11,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,316,8195,5,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,316,8196,5,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,300,8385,10,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,300,8386,10,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,300,8398,5,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
24,300,8399,5,8 OCT/Corrales,7656,2169,579142.557340908,6141481.44910241
25,546,217,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,546,218,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,100,237,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,100,242,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,340,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,343,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,372,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,395,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,461,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,469,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,110,498,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,110,522,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,591,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,593,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,595,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,602,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,316,1763,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,1786,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,1801,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,2086,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,2214,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,2390,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,2391,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,2921,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,2922,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,3666,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,3667,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,3668,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,3669,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,3725,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,3735,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,185,3795,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,3917,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,4053,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,102,4054,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,4065,9,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,4066,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,4071,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,105,4072,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,106,4073,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,106,4074,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,4081,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,4083,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4208,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4209,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4230,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4231,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,185,4266,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,186,4318,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,115,4412,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,330,4480,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,330,4481,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,4581,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,4588,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,4589,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,330,4671,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,330,4672,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,4788,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,4789,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,4820,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,4821,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,4877,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,4878,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4922,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,109,4923,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,404,4929,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,404,4931,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,7512,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,76,7513,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,7705,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,7706,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,7902,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,113,7903,2,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,7920,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,112,7921,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,8079,2,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8128,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,316,8195,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8205,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8206,8,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8207,3,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8208,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,8394,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,111,8395,6,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,328,8549,5,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,110,8673,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,110,8674,7,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,192,8681,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
25,103,8862,4,8 DE OCTL A Herrera,7656,3348,577429.428605119,6139698.19937959
26,105,395,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,109,469,7,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,112,593,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,113,602,3,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,105,1786,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,109,2214,7,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,105,4072,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,112,4081,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,109,4208,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,109,4230,6,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,112,4252,4,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,112,4787,4,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,109,4922,7,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,113,7705,3,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,113,7902,3,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
26,112,7920,7,UNION/Pan de Az??car,720,7656,579034.691315426,6140872.86203098
